state_name,state_code,city_code,city_name,county_code,county_name
ALABAMA,1,610,CEDAR BLUFF,19,CHEROKEE
ALABAMA,1,615,CENTER POINT,73,JEFFERSON
ALABAMA,1,618,CENTRAL,51,ELMORE
ALABAMA,1,630,CENTRE,19,CHEROKEE
ALABAMA,1,620,CENTREVILLE,7,BIBB
ALABAMA,1,636,CHALKVILLE,73,JEFFERSON
ALABAMA,1,638,CHANCE,25,CLARKE
ALABAMA,1,637,CHANCELLOR,61,GENEVA
ALABAMA,1,640,CHAPMAN,13,BUTLER
ALABAMA,1,644,CHASE,89,MADISON
ALABAMA,1,650,CHATOM,129,WASHINGTON
ALABAMA,1,655,CHELSEA,117,SHELBY
ALABAMA,1,660,CHEROKEE,33,COLBERT
ALABAMA,1,670,CHICKASAW,97,MOBILE
ALABAMA,1,680,CHILDERSBURG,121,TALLADEGA
ALABAMA,1,683,CHOCCOLOCCO,15,CALHOUN
ALABAMA,1,684,CHOCTAW CITY,23,CHOCTAW
ALABAMA,1,685,CHUNCHULA,97,MOBILE
ALABAMA,1,690,CITRONELLE,97,MOBILE
ALABAMA,1,700,CLANTON,21,CHILTON
ALABAMA,1,705,CLARKE,127,WALKER
ALABAMA,1,708,CLAY,73,JEFFERSON
ALABAMA,1,712,CLAYHATCHEE,45,DALE
ALABAMA,1,710,CLAYTON,5,BARBOUR
ALABAMA,1,715,CLEVELAND,9,BLOUNT
ALABAMA,1,717,CLINTON,63,GREENE
ALABAMA,1,720,CLIO,5,BARBOUR
ALABAMA,1,719,CLOPTON,45,DALE
ALABAMA,1,721,CLOVERDALE,77,LAUDERDALE
ALABAMA,1,724,COALBURG,73,JEFFERSON
ALABAMA,1,718,COALING,125,TUSCALOOSA
ALABAMA,1,722,COATOPA,119,SUMTER
ALABAMA,1,723,CODEN,97,MOBILE
ALABAMA,1,730,COFFEE SPRINGS,61,GENEVA
ALABAMA,1,740,COFFEEVILLE,25,CLARKE
ALABAMA,1,743,COKER,125,TUSCALOOSA
ALABAMA,1,745,COLDWATER,15,CALHOUN
ALABAMA,1,750,COLLINSVILLE,49,DEKALB
ALABAMA,1,760,COLUMBIA,69,HOUSTON
ALABAMA,1,770,COLUMBIANA,117,SHELBY
ALABAMA,1,774,COMER,5,BARBOUR
ALABAMA,1,773,COOKS SPRINGS,115,ST. CLAIR
ALABAMA,1,776,COOSADA,51,ELMORE
ALABAMA,1,780,CORDOVA,127,WALKER
ALABAMA,1,787,COTTONDALE,125,TUSCALOOSA
ALABAMA,1,788,COTTONTON,113,RUSSELL
ALABAMA,1,790,COTTONWOOD,69,HOUSTON
ALABAMA,1,798,COUNTY LINE,9,BLOUNT
ALABAMA,1,798,COUNTY LINE,73,JEFFERSON
ALABAMA,1,800,COURTLAND,79,LAWRENCE
ALABAMA,1,802,COWARTS,69,HOUSTON
ALABAMA,1,803,COY,131,WILCOX
ALABAMA,1,804,CRAGFORD,27,CLAY
ALABAMA,1,805,CRAIG AIR FORCE BASE (HISTORICAL),47,DALLAS
ALABAMA,1,806,CRANE HILL,43,CULLMAN
ALABAMA,1,807,CREOLA,97,MOBILE
ALABAMA,1,808,CROMWELL,23,CHOCTAW
ALABAMA,1,809,CROPWELL,115,ST. CLAIR
ALABAMA,1,810,CROSSVILLE,49,DEKALB
ALABAMA,1,820,CUBA,119,SUMTER
ALABAMA,1,830,CULLMAN,43,CULLMAN
ALABAMA,1,835,CUSSETA,17,CHAMBERS
ALABAMA,1,836,CYPRESS,65,HALE
ALABAMA,1,840,DADEVILLE,123,TALLAPOOSA
ALABAMA,1,845,DALEVILLE,45,DALE
ALABAMA,1,855,DANVILLE,103,MORGAN
ALABAMA,1,860,DAPHNE,3,BALDWIN
ALABAMA,1,863,DARLINGTON,131,WILCOX
ALABAMA,1,865,DAUPHIN ISLAND,97,MOBILE
ALABAMA,1,870,DAVISTON,123,TALLAPOOSA
ALABAMA,1,875,DAWSON,49,DEKALB
ALABAMA,1,880,DAYTON,91,MARENGO
ALABAMA,1,883,DEARMANVILLE,15,CALHOUN
ALABAMA,1,885,DEATSVILLE,51,ELMORE
ALABAMA,1,890,DECATUR,103,MORGAN
ALABAMA,1,891,DEER PARK,129,WASHINGTON
ALABAMA,1,892,DELMAR,133,WINSTON
ALABAMA,1,895,DELTA,27,CLAY
ALABAMA,1,900,DEMOPOLIS,91,MARENGO
ALABAMA,1,905,DETROIT,75,LAMAR
ALABAMA,1,904,DICKINSON,25,CLARKE
ALABAMA,1,906,DIXIANA,73,JEFFERSON
ALABAMA,1,907,DIXONS MILLS,91,MARENGO
ALABAMA,1,910,DOCENA,73,JEFFERSON
ALABAMA,1,915,DOLOMITE,73,JEFFERSON
ALABAMA,1,920,DORA,127,WALKER
ALABAMA,1,930,DOTHAN,69,HOUSTON
ALABAMA,1,940,DOUBLE SPRINGS,133,WINSTON
ALABAMA,1,943,DOUGLAS,95,MARSHALL
ALABAMA,1,950,DOZIER,41,CRENSHAW
ALABAMA,1,952,DREWRY,99,MONROE
ALABAMA,1,953,DUNCANVILLE,125,TUSCALOOSA
ALABAMA,1,954,DUTTON,71,JACKSON
ALABAMA,1,960,EAST BREWTON,53,ESCAMBIA
ALABAMA,1,955,EASTABOGA,15,CALHOUN
ALABAMA,1,965,ECHOLA,125,TUSCALOOSA
ALABAMA,1,970,ECLECTIC,51,ELMORE
ALABAMA,1,990,EDGEWATER,73,JEFFERSON
ALABAMA,1,1000,EDWARDSVILLE,29,CLEBURNE
ALABAMA,1,1010,ELBA,31,COFFEE
ALABAMA,1,1011,ELBERTA,3,BALDWIN
ALABAMA,1,1012,ELDRIDGE,127,WALKER
ALABAMA,1,1020,ELKMONT,83,LIMESTONE
ALABAMA,1,1025,ELMORE,51,ELMORE
ALABAMA,1,1024,ELROD,125,TUSCALOOSA
ALABAMA,1,1026,EMELLE,119,SUMTER
ALABAMA,1,1028,EMPIRE,127,WALKER
ALABAMA,1,1030,ENTERPRISE,31,COFFEE
ALABAMA,1,1040,EPES,119,SUMTER
ALABAMA,1,1042,EQUALITY,37,COOSA
ALABAMA,1,1043,ESTILLFORK,71,JACKSON
ALABAMA,1,1045,ETHELSVILLE,107,PICKENS
ALABAMA,1,1050,EUFAULA,5,BARBOUR
ALABAMA,1,1060,EUNOLA,61,GENEVA
ALABAMA,1,1070,EUTAW,63,GREENE
ALABAMA,1,1071,EVA,103,MORGAN
ALABAMA,1,1080,EVERGREEN,35,CONECUH
ALABAMA,1,1090,EXCEL,99,MONROE
ALABAMA,1,1094,FACKLER,71,JACKSON
ALABAMA,1,1110,FAIRFIELD,73,JEFFERSON
ALABAMA,1,1115,FAIRFORD,129,WASHINGTON
ALABAMA,1,1120,FAIRHOPE,3,BALDWIN
ALABAMA,1,1121,FAIRVIEW,43,CULLMAN
ALABAMA,1,3299,FALCO,39,COVINGTON
ALABAMA,1,1130,FALKVILLE,103,MORGAN
ALABAMA,1,1140,FAUNSDALE,91,MARENGO
ALABAMA,1,1150,FAYETTE,57,FAYETTE
ALABAMA,1,1152,FERNBANK,75,LAMAR
ALABAMA,1,1154,FITZPATRICK,11,BULLOCK
ALABAMA,1,1160,FIVE POINTS,17,CHAMBERS
ALABAMA,1,1170,FLAT CREEK,73,JEFFERSON
ALABAMA,1,1170,FLAT CREEK,127,WALKER
ALABAMA,1,1174,FLAT ROCK,71,JACKSON
ALABAMA,1,1176,FLINT CITY,103,MORGAN
ALABAMA,1,1180,FLOMATON,53,ESCAMBIA
ALABAMA,1,1190,FLORALA,39,COVINGTON
ALABAMA,1,1200,FLORENCE,77,LAUDERDALE
ALABAMA,1,1210,FOLEY,3,BALDWIN
ALABAMA,1,1212,FOREST HOME,13,BUTLER
ALABAMA,1,1211,FORESTDALE,73,JEFFERSON
ALABAMA,1,1213,FORKLAND,63,GREENE
ALABAMA,1,1215,FORT DAVIS,87,MACON
ALABAMA,1,1220,FORT DEPOSIT,85,LOWNDES
ALABAMA,1,1225,FORT MCCLELLAN,15,CALHOUN
ALABAMA,1,1226,FORT MITCHELL,113,RUSSELL
ALABAMA,1,1228,FORT MORGAN,3,BALDWIN
ALABAMA,1,1230,FORT PAYNE,49,DEKALB
ALABAMA,1,1235,FORT RUCKER,31,COFFEE
ALABAMA,1,1235,FORT RUCKER,45,DALE
ALABAMA,1,1237,FOSTERS,125,TUSCALOOSA
ALABAMA,1,1238,FOUNTAIN,99,MONROE
ALABAMA,1,1236,FRANKLIN,87,MACON
ALABAMA,1,1236,FRANKLIN,99,MONROE
ALABAMA,1,1239,FRANKVILLE,129,WASHINGTON
ALABAMA,1,3086,FRIENDSHIP,95,MARSHALL
ALABAMA,1,1240,FRISCO CITY,99,MONROE
ALABAMA,1,1247,FRUITDALE,129,WASHINGTON
ALABAMA,1,1250,FRUITHURST,29,CLEBURNE
ALABAMA,1,1260,FULTON,25,CLARKE
ALABAMA,1,1270,FULTONDALE,73,JEFFERSON
ALABAMA,1,1272,FURMAN,131,WILCOX
ALABAMA,1,1274,FYFFE,49,DEKALB
ALABAMA,1,1280,GADSDEN,55,ETOWAH
ALABAMA,1,1285,GAINESTOWN,25,CLARKE
ALABAMA,1,1290,GAINESVILLE,119,SUMTER
ALABAMA,1,1295,GALLANT,55,ETOWAH
ALABAMA,1,1296,GALLION,65,HALE
ALABAMA,1,1298,GANTT,39,COVINGTON
ALABAMA,1,1300,GANTTS QUARRY,121,TALLADEGA
ALABAMA,1,1310,GARDEN CITY,43,CULLMAN
ALABAMA,1,1315,GARDENDALE,73,JEFFERSON
ALABAMA,1,1317,GARLAND,13,BUTLER
ALABAMA,1,1320,GAYLESVILLE,19,CHEROKEE
ALABAMA,1,1330,GEIGER,119,SUMTER
ALABAMA,1,1340,GENEVA,61,GENEVA
ALABAMA,1,1350,GEORGIANA,13,BUTLER
ALABAMA,1,1351,GERALDINE,49,DEKALB
ALABAMA,1,1360,GILBERTOWN,23,CHOCTAW
ALABAMA,1,1365,GLEN ALLEN,57,FAYETTE
ALABAMA,1,1365,GLEN ALLEN,93,MARION
ALABAMA,1,1370,GLENCOE,55,ETOWAH
ALABAMA,1,1380,GLENWOOD,41,CRENSHAW
ALABAMA,1,1385,GOODSPRINGS,127,WALKER
ALABAMA,1,1390,GOODWATER,37,COOSA
ALABAMA,1,1394,GOODWAY,99,MONROE
ALABAMA,1,1400,GORDO,107,PICKENS
ALABAMA,1,1410,GORDON,69,HOUSTON
ALABAMA,1,1415,GORGAS,127,WALKER
ALABAMA,1,1420,GOSHEN,109,PIKE
ALABAMA,1,1423,GRADY,101,MONTGOMERY
ALABAMA,1,1424,GRAHAM,111,RANDOLPH
ALABAMA,1,1425,GRAND BAY,97,MOBILE
ALABAMA,1,1430,GRANT,95,MARSHALL
ALABAMA,1,1433,GRASSELLI,73,JEFFERSON
ALABAMA,1,1435,GRAYSON,133,WINSTON
ALABAMA,1,1440,GRAYSVILLE,73,JEFFERSON
ALABAMA,1,1445,GREEN POND,7,BIBB
ALABAMA,1,1450,GREENSBORO,65,HALE
ALABAMA,1,1460,GREENVILLE,13,BUTLER
ALABAMA,1,1461,GRIMES,45,DALE
ALABAMA,1,1480,GROVE HILL,25,CLARKE
ALABAMA,1,1482,GROVE OAK,49,DEKALB
ALABAMA,1,1490,GUIN,93,MARION
ALABAMA,1,1493,GULF SHORES,3,BALDWIN
ALABAMA,1,1495,GUNTER AIR FORCE BASE,101,MONTGOMERY
ALABAMA,1,1500,GUNTERSVILLE,95,MARSHALL
ALABAMA,1,1508,GURLEY,89,MADISON
ALABAMA,1,1509,GU-WIN,93,MARION
ALABAMA,1,1510,HACKLEBURG,93,MARION
ALABAMA,1,1520,HALEBURG,67,HENRY
ALABAMA,1,1530,HALEYVILLE,133,WINSTON
ALABAMA,1,1535,HALSELL,23,CHOCTAW
ALABAMA,1,1540,HAMILTON,93,MARION
ALABAMA,1,1550,HAMMONDVILLE,49,DEKALB
ALABAMA,1,1560,HANCEVILLE,43,CULLMAN
ALABAMA,1,1563,HARDAWAY,87,MACON
ALABAMA,1,1570,HARPERSVILLE,117,SHELBY
ALABAMA,1,1580,HARTFORD,61,GENEVA
ALABAMA,1,1590,HARTSELLE,103,MORGAN
ALABAMA,1,1593,HARVEST,89,MADISON
ALABAMA,1,1595,HATCHECHUBBEE,113,RUSSELL
ALABAMA,1,1600,HAYDEN,9,BLOUNT
ALABAMA,1,1605,HAYNEVILLE,85,LOWNDES
ALABAMA,1,1607,HAZEL GREEN,89,MADISON
ALABAMA,1,1610,HEADLAND,67,HENRY
ALABAMA,1,1615,HEATH,39,COVINGTON
ALABAMA,1,1620,HEFLIN,29,CLEBURNE
ALABAMA,1,1630,HELENA,117,SHELBY
ALABAMA,1,1632,HENAGAR,49,DEKALB
ALABAMA,1,1633,HIGDON,71,JACKSON
ALABAMA,1,1634,HIGHLAND HOME,41,CRENSHAW
ALABAMA,1,1639,HILLIARD,127,WALKER
ALABAMA,1,1640,HILLSBORO,79,LAWRENCE
ALABAMA,1,1644,HISSOP,37,COOSA
ALABAMA,1,1650,HOBSON CITY,15,CALHOUN
ALABAMA,1,1660,HODGES,59,FRANKLIN
ALABAMA,1,1670,HOKES BLUFF,55,ETOWAH
ALABAMA,1,1675,HOLLINS,27,CLAY
ALABAMA,1,1680,HOLLY POND,43,CULLMAN
ALABAMA,1,1685,HOLLYTREE,71,JACKSON
ALABAMA,1,1690,HOLLYWOOD,71,JACKSON
ALABAMA,1,1700,HOLT,125,TUSCALOOSA
ALABAMA,1,1701,HOLY TRINITY,113,RUSSELL
ALABAMA,1,1710,HOMEWOOD,73,JEFFERSON
ALABAMA,1,1711,HONORAVILLE,41,CRENSHAW
ALABAMA,1,1716,HOOVER,73,JEFFERSON
ALABAMA,1,1716,HOOVER,117,SHELBY
ALABAMA,1,1712,HOPE HULL,101,MONTGOMERY
ALABAMA,1,1714,HORN HILL,39,COVINGTON
ALABAMA,1,1713,HORTON,95,MARSHALL
ALABAMA,1,1715,HOUSTON,133,WINSTON
ALABAMA,1,1717,HUEYTOWN,73,JEFFERSON
ALABAMA,1,2275,HUFFMAN,73,JEFFERSON
ALABAMA,1,1730,HUNTSVILLE,89,MADISON
ALABAMA,1,1740,HURTSBORO,113,RUSSELL
ALABAMA,1,1742,HUXFORD,53,ESCAMBIA
ALABAMA,1,1744,HYBART,99,MONROE
ALABAMA,1,1745,IDER,49,DEKALB
ALABAMA,1,1750,IRONDALE,73,JEFFERSON
ALABAMA,1,1754,IRVINGTON,97,MOBILE
ALABAMA,1,1755,JACHIN,23,CHOCTAW
ALABAMA,1,1756,JACK,31,COFFEE
ALABAMA,1,1760,JACKSON,25,CLARKE
ALABAMA,1,1762,JACKSONS GAP,123,TALLAPOOSA
ALABAMA,1,1770,JACKSONVILLE,15,CALHOUN
ALABAMA,1,1773,JAMESTOWN,19,CHEROKEE
ALABAMA,1,1780,JASPER,127,WALKER
ALABAMA,1,1785,JEFFERSON,91,MARENGO
ALABAMA,1,1790,JEMISON,21,CHILTON
ALABAMA,1,1796,JONES,1,AUTAUGA
ALABAMA,1,1794,JOPPA,43,CULLMAN
ALABAMA,1,1798,KANSAS,127,WALKER
ALABAMA,1,1801,KELLERMAN,125,TUSCALOOSA
ALABAMA,1,1799,KELLY,45,DALE
ALABAMA,1,1797,KELLYTON,37,COOSA
ALABAMA,1,1800,KENNEDY,75,LAMAR
ALABAMA,1,1803,KENT,51,ELMORE
ALABAMA,1,1805,KILBY,101,MONTGOMERY
ALABAMA,1,1806,KILLEN,77,LAUDERDALE
ALABAMA,1,1807,KIMBERLY,73,JEFFERSON
ALABAMA,1,1809,KIMBROUGH,131,WILCOX
ALABAMA,1,1812,KINSEY,69,HOUSTON
ALABAMA,1,1810,KINSTON,31,COFFEE
ALABAMA,1,1815,KNOXVILLE,63,GREENE
ALABAMA,1,1818,LACEYS SPRING,103,MORGAN
ALABAMA,1,1820,LAFAYETTE,17,CHAMBERS
ALABAMA,1,1879,LAKE VIEW,125,TUSCALOOSA
ALABAMA,1,1825,LAKEVIEW,49,DEKALB
ALABAMA,1,1826,LAMISON,131,WILCOX
ALABAMA,1,1830,LANETT,17,CHAMBERS
ALABAMA,1,1840,LANGDALE,17,CHAMBERS
ALABAMA,1,1842,LANGSTON,71,JACKSON
ALABAMA,1,1843,LAPINE,101,MONTGOMERY
ALABAMA,1,1845,LAVACA,23,CHOCTAW
ALABAMA,1,1844,LAWLEY,7,BIBB
ALABAMA,1,1850,LEEDS,73,JEFFERSON
ALABAMA,1,1850,LEEDS,115,ST. CLAIR
ALABAMA,1,1850,LEEDS,117,SHELBY
ALABAMA,1,1852,LEESBURG,19,CHEROKEE
ALABAMA,1,1860,LEIGHTON,33,COLBERT
ALABAMA,1,1861,LENOX,35,CONECUH
ALABAMA,1,1862,LEROY,129,WASHINGTON
ALABAMA,1,1863,LESTER,83,LIMESTONE
ALABAMA,1,1864,LETOHATCHEE,85,LOWNDES
ALABAMA,1,1866,LEVEL PLAINS,45,DALE
ALABAMA,1,1865,LEXINGTON,77,LAUDERDALE
ALABAMA,1,1867,LIBERTYVILLE,39,COVINGTON
ALABAMA,1,1868,LILLIAN,3,BALDWIN
ALABAMA,1,1870,LINCOLN,121,TALLADEGA
ALABAMA,1,1880,LINDEN,91,MARENGO
ALABAMA,1,1890,LINEVILLE,27,CLAY
ALABAMA,1,1900,LIPSCOMB,73,JEFFERSON
ALABAMA,1,1910,LISMAN,23,CHOCTAW
ALABAMA,1,1912,LITTLE RIVER,3,BALDWIN
ALABAMA,1,1915,LITTLEVILLE,33,COLBERT
ALABAMA,1,1920,LIVINGSTON,119,SUMTER
ALABAMA,1,1925,LOACHAPOKA,81,LEE
ALABAMA,1,1930,LOCKHART,39,COVINGTON
ALABAMA,1,1932,LOCUST FORK,9,BLOUNT
ALABAMA,1,1934,LOGAN,43,CULLMAN
ALABAMA,1,1940,LOUISVILLE,5,BARBOUR
ALABAMA,1,1939,LOWER PEACH TREE,131,WILCOX
ALABAMA,1,1943,LOXLEY,3,BALDWIN
ALABAMA,1,1950,LUVERNE,41,CRENSHAW
ALABAMA,1,1953,LYNN,133,WINSTON
ALABAMA,1,1970,MADISON,83,LIMESTONE
ALABAMA,1,1970,MADISON,89,MADISON
ALABAMA,1,1980,MADRID,69,HOUSTON
ALABAMA,1,1984,MAGNOLIA,91,MARENGO
ALABAMA,1,1985,MAGNOLIA SPRINGS,3,BALDWIN
ALABAMA,1,1988,MALBIS,3,BALDWIN
ALABAMA,1,1989,MALCOLM,129,WASHINGTON
ALABAMA,1,1990,MALVERN,61,GENEVA
ALABAMA,1,2000,MAPLESVILLE,21,CHILTON
ALABAMA,1,2002,MARBURY,1,AUTAUGA
ALABAMA,1,2010,MARGARET,115,ST. CLAIR
ALABAMA,1,2020,MARION,105,PERRY
ALABAMA,1,2022,MARION JUNCTION,47,DALLAS
ALABAMA,1,2023,MARVEL,7,BIBB
ALABAMA,1,2024,MATHEWS,101,MONTGOMERY
ALABAMA,1,2025,MAXWELL AIR FORCE BASE,101,MONTGOMERY
ALABAMA,1,2026,MAYLENE,117,SHELBY
ALABAMA,1,2029,MAYSVILLE,89,MADISON
ALABAMA,1,2027,MAYTOWN,73,JEFFERSON
ALABAMA,1,1958,MCCALLA,73,JEFFERSON
ALABAMA,1,1957,MCCULLOUGH,53,ESCAMBIA
ALABAMA,1,1959,MCINTOSH,129,WASHINGTON
ALABAMA,1,1960,MCKENZIE,13,BUTLER
ALABAMA,1,1961,MCSHAN,107,PICKENS
ALABAMA,1,1962,MCWILLIAMS,131,WILCOX
ALABAMA,1,2032,MEGARGEL,99,MONROE
ALABAMA,1,2028,MELVIN,23,CHOCTAW
ALABAMA,1,2030,MENTONE,49,DEKALB
ALABAMA,1,2031,MERIDIANVILLE,89,MADISON
ALABAMA,1,2045,MEXIA,99,MONROE
ALABAMA,1,2052,MIDFIELD,73,JEFFERSON
ALABAMA,1,2050,MIDLAND CITY,45,DALE
ALABAMA,1,2060,MIDWAY,11,BULLOCK
ALABAMA,1,2070,MIGNON,121,TALLADEGA
ALABAMA,1,2063,MILLBROOK,51,ELMORE
ALABAMA,1,2065,MILLERS FERRY,131,WILCOX
ALABAMA,1,2067,MILLERVILLE,27,CLAY
ALABAMA,1,2080,MILLPORT,75,LAMAR
ALABAMA,1,2090,MILLRY,129,WASHINGTON
ALABAMA,1,2093,MINTER,47,DALLAS
ALABAMA,1,2100,MOBILE,97,MOBILE
ALABAMA,1,2110,MONROEVILLE,99,MONROE
ALABAMA,1,2120,MONTEVALLO,117,SHELBY
ALABAMA,1,2130,MONTGOMERY,101,MONTGOMERY
ALABAMA,1,2135,MONTROSE,3,BALDWIN
ALABAMA,1,2136,MOODY,115,ST. CLAIR
ALABAMA,1,2140,MOORESVILLE,83,LIMESTONE
ALABAMA,1,2141,MORRIS,73,JEFFERSON
ALABAMA,1,2145,MORVIN,25,CLARKE
ALABAMA,1,2147,MOSSES,85,LOWNDES
ALABAMA,1,2150,MOULTON,79,LAWRENCE
ALABAMA,1,2160,MOUNDVILLE,65,HALE
ALABAMA,1,2173,MOUNT HOPE,79,LAWRENCE
ALABAMA,1,2176,MOUNT MEIGS,101,MONTGOMERY
ALABAMA,1,2174,MOUNT OLIVE,37,COOSA
ALABAMA,1,2174,MOUNT OLIVE,73,JEFFERSON
ALABAMA,1,2175,MOUNT VERNON,97,MOBILE
ALABAMA,1,2170,MOUNTAIN BROOK,73,JEFFERSON
